model_comparison_condition_key,agent_a_type,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,asr_beam_size,network_seed,agent_a_audio_persona,agent_b_audio_persona,speech_performance_band,model_param_key,objective_mode,iteration,transfer_tolerance,dialogue_stagnation_limit,model_count,completed_model_count,successful_model_count,model::Qwen2.5-0.5B-Instruct::condition_state,model::Qwen2.5-0.5B-Instruct::task_success,model::Qwen2.5-0.5B-Instruct::route_valid,model::Qwen2.5-0.5B-Instruct::constraint_satisfaction,model::Qwen2.5-0.5B-Instruct::word_error_rate,model::Qwen2.5-0.5B-Instruct::turn_count,model::Qwen2.5-0.5B-Instruct::failure_phase,model::Qwen2.5-0.5B-Instruct::source_run,model::small2-qwen2.5-1.5b::condition_state,model::small2-qwen2.5-1.5b::task_success,model::small2-qwen2.5-1.5b::route_valid,model::small2-qwen2.5-1.5b::constraint_satisfaction,model::small2-qwen2.5-1.5b::word_error_rate,model::small2-qwen2.5-1.5b::turn_count,model::small2-qwen2.5-1.5b::failure_phase,model::small2-qwen2.5-1.5b::source_run,model::SmolLM2-360M-Instruct::condition_state,model::SmolLM2-360M-Instruct::task_success,model::SmolLM2-360M-Instruct::route_valid,model::SmolLM2-360M-Instruct::constraint_satisfaction,model::SmolLM2-360M-Instruct::word_error_rate,model::SmolLM2-360M-Instruct::turn_count,model::SmolLM2-360M-Instruct::failure_phase,model::SmolLM2-360M-Instruct::source_run,model::TinyLlama-1.1B-Chat-v1.0::condition_state,model::TinyLlama-1.1B-Chat-v1.0::task_success,model::TinyLlama-1.1B-Chat-v1.0::route_valid,model::TinyLlama-1.1B-Chat-v1.0::constraint_satisfaction,model::TinyLlama-1.1B-Chat-v1.0::word_error_rate,model::TinyLlama-1.1B-Chat-v1.0::turn_count,model::TinyLlama-1.1B-Chat-v1.0::failure_phase,model::TinyLlama-1.1B-Chat-v1.0::source_run,model::gemma-2-2b-it::condition_state,model::gemma-2-2b-it::task_success,model::gemma-2-2b-it::route_valid,model::gemma-2-2b-it::constraint_satisfaction,model::gemma-2-2b-it::word_error_rate,model::gemma-2-2b-it::turn_count,model::gemma-2-2b-it::failure_phase,model::gemma-2-2b-it::source_run,model::mid2-phi3-mini::condition_state,model::mid2-phi3-mini::task_success,model::mid2-phi3-mini::route_valid,model::mid2-phi3-mini::constraint_satisfaction,model::mid2-phi3-mini::word_error_rate,model::mid2-phi3-mini::turn_count,model::mid2-phi3-mini::failure_phase,model::mid2-phi3-mini::source_run,model::Phi-3-mini-4k-instruct::condition_state,model::Phi-3-mini-4k-instruct::task_success,model::Phi-3-mini-4k-instruct::route_valid,model::Phi-3-mini-4k-instruct::constraint_satisfaction,model::Phi-3-mini-4k-instruct::word_error_rate,model::Phi-3-mini-4k-instruct::turn_count,model::Phi-3-mini-4k-instruct::failure_phase,model::Phi-3-mini-4k-instruct::source_run,model::Qwen2.5-1.5B-Instruct::condition_state,model::Qwen2.5-1.5B-Instruct::task_success,model::Qwen2.5-1.5B-Instruct::route_valid,model::Qwen2.5-1.5B-Instruct::constraint_satisfaction,model::Qwen2.5-1.5B-Instruct::word_error_rate,model::Qwen2.5-1.5B-Instruct::turn_count,model::Qwen2.5-1.5B-Instruct::failure_phase,model::Qwen2.5-1.5B-Instruct::source_run,model::Qwen3-4B-Instruct-2507::condition_state,model::Qwen3-4B-Instruct-2507::task_success,model::Qwen3-4B-Instruct-2507::route_valid,model::Qwen3-4B-Instruct-2507::constraint_satisfaction,model::Qwen3-4B-Instruct-2507::word_error_rate,model::Qwen3-4B-Instruct-2507::turn_count,model::Qwen3-4B-Instruct-2507::failure_phase,model::Qwen3-4B-Instruct-2507::source_run,model::Mistral-7B-Instruct-v0.3::condition_state,model::Mistral-7B-Instruct-v0.3::task_success,model::Mistral-7B-Instruct-v0.3::route_valid,model::Mistral-7B-Instruct-v0.3::constraint_satisfaction,model::Mistral-7B-Instruct-v0.3::word_error_rate,model::Mistral-7B-Instruct-v0.3::turn_count,model::Mistral-7B-Instruct-v0.3::failure_phase,model::Mistral-7B-Instruct-v0.3::source_run,model::Qwen2.5-7B-Instruct::condition_state,model::Qwen2.5-7B-Instruct::task_success,model::Qwen2.5-7B-Instruct::route_valid,model::Qwen2.5-7B-Instruct::constraint_satisfaction,model::Qwen2.5-7B-Instruct::word_error_rate,model::Qwen2.5-7B-Instruct::turn_count,model::Qwen2.5-7B-Instruct::failure_phase,model::Qwen2.5-7B-Instruct::source_run
MC-a08f69f61026,userlm,late_event,risk_averse_novice,mostly_clean,audio_variant,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_213338_b-n0001_02,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_204826_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203215_b-n0001,interrupted,,,,,,NameError,20260712_192513_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_184520_b-n0001_02
MC-a26451e4b7cc,userlm,crowded_event_exit,accessibility_rider,severe_channel,text_only,piper,faster_whisper,1,123,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_212608_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_204018_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_202016_b-n0001,interrupted,,,,,,NameError,20260712_192012_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_183112_b-n0001_02
MC-a36e16ced2b8,userlm,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,6,77,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,3,0,0,interrupted,,,,,,ValueError,20260710_203905_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260710_224822_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_170731_b-n0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-a453f93c548f,userlm,morning_peak_cross_city,risk_averse_novice,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,2,completed,False,True,1.0,,20.0,,20260710_211239_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,19.0,,20260711_004736_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,17.0,,20260711_192121_b-n0001,interrupted,,,,,,NameError,20260712_185545_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135907_b-n0001_02,interrupted,,,,,,NameError,20260712_175542_b-n0001
MC-a45923594f46,userlm,morning_peak_cross_city,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,16,123,high_clarity_caller,high_clarity_operator,ceiling,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_211135_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_202548_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_200545_b-n0001,interrupted,,,,,,NameError,20260712_185906_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181603_b-n0001
MC-a61c78648b56,userlm,midday_transfer,delay_sensitive_traveler,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,temp0.7,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_212140_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260710_234459_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_172635_b-n0001,interrupted,,,,,,NameError,20260712_172928_b-n0001_02,,,,,,,,,not_started,,,,,,,20260712_132756_b-n0001,interrupted,,,,,,NameError,20260712_173934_b-n0001_02
MC-a8b6061ed8bc,userlm,airport_connection,risk_averse_novice,severe_channel,audio_variant,piper,vosk,1,77,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,3,0,0,interrupted,,,,,,ValueError,20260710_204506_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260710_225152_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_171032_b-n0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-aaa61892ecae,userlm,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,1,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-ac301a92b2d5,userlm,morning_peak_cross_city,crowd_averse_rider,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,11.0,,20260710_212210_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_011036_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_190249_b-n0001,interrupted,,,,,,NameError,20260712_184144_b-n0001,,,,,,,,,not_started,,,,,,,20260712_134402_b-n0001,interrupted,,,,,,NameError,20260712_174938_b-n0001_02
MC-af84c9ce2bae,userlm,morning_peak_cross_city,risk_averse_novice,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,6,2,2,completed,True,True,1.0,,9.0,,20260710_214214_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_012638_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_195151_b-n0001,interrupted,,,,,,NameError,20260712_185050_b-n0001,,,,,,,,,not_started,,,,,,,20260712_140037_b-n0001,interrupted,,,,,,NameError,20260712_180116_b-n0001
MC-b16f951f0ba2,userlm,airport_connection,crowd_averse_rider,mostly_clean,text_only,piper,vosk,11,42,neutral_caller,clear_operator,nominal,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_201833_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260710_222620_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_163827_b-n0001,interrupted,,,,,,NameError,20260712_184107_b-n0001,,,,,,,,,not_started,,,,,,,20260712_132927_b-n0001,interrupted,,,,,,NameError,20260712_173732_b-n0001
MC-b301e92a923b,userlm,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,piper,vosk,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_203104_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_000030_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_183045_b-n0001,interrupted,,,,,,NameError,20260712_184814_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135305_b-n0001_02,interrupted,,,,,,NameError,20260712_175542_b-n0001_02
MC-b8e5bf22365f,userlm,morning_peak_cross_city,risk_averse_novice,mostly_clean,text_only,piper,vosk,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,9.0,,20260710_212442_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_010107_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,9.0,,20260711_193624_b-n0001,interrupted,,,,,,NameError,20260712_184745_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135737_b-n0001,interrupted,,,,,,NameError,20260712_175744_b-n0001
MC-b8e6749b0148,userlm,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,False,,,9.0,,20260710_211810_b-n0001_02,,,,,,,,,,,,,,,,,completed,False,False,,,5.0,,20260711_010706_b-n0001,,,,,,,,,,,,,,,,,completed,False,False,,,19.0,,20260711_185748_b-n0001,interrupted,,,,,,NameError,20260712_184614_b-n0001,,,,,,,,,not_started,,,,,,,20260712_134101_b-n0001,interrupted,,,,,,NameError,20260712_174738_b-n0001
MC-b92ccfe6f409,userlm,morning_peak_cross_city,risk_averse_novice,severe_channel,text_only,piper,faster_whisper,1,77,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,3,0,0,interrupted,,,,,,ValueError,20260710_203635_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260710_225323_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_162855_b-n0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-ba8d98717c85,userlm,morning_peak_cross_city,focused_commuter,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_210841_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_202518_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_200413_b-n0001,interrupted,,,,,,NameError,20260712_185808_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_180830_b-n0001
MC-bc1ef8eeb63c,userlm,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,13.0,,20260710_201202_b-n0001_02,,,,,,,,,,,,,,,,,completed,True,True,1.0,,13.0,,20260710_222749_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,13.0,,20260711_155549_b-n0001,interrupted,,,,,,NameError,20260712_173129_b-n0001_03,,,,,,,,,not_started,,,,,,,20260712_132324_b-n0001,interrupted,,,,,,NameError,20260712_173733_b-n0001
MC-bd5c70185541,userlm,morning_peak_cross_city,delay_sensitive_traveler,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,13.0,,20260710_202103_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,15.0,,20260710_234829_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,17.0,,20260711_181543_b-n0001_02,interrupted,,,,,,NameError,20260712_184643_b-n0001_02,,,,,,,,,not_started,,,,,,,20260712_135435_b-n0001,interrupted,,,,,,NameError,20260712_175342_b-n0001
MC-bfa120a00fa2,userlm,morning_peak_cross_city,risk_averse_novice,severe_channel,audio_variant,piper,faster_whisper,1,42,barely_understandable_caller,barely_understandable_operator,floor,temp0.7,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_212108_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203623_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_201538_b-n0001,interrupted,,,,,,NameError,20260712_191509_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181102_b-n0001
MC-c09ffa87ba5b,userlm,midday_transfer,delay_sensitive_traveler,hesitant,audio_variant,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,temp0.7,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,True,,,13.0,,20260710_213012_b-n0001_02,,,,,,,,,,,,,,,,,completed,False,True,1.0,,19.0,,20260710_235630_b-n0001,,,,,,,,,,,,,,,,,completed,False,False,,,20.0,,20260711_173837_b-n0001,interrupted,,,,,,NameError,20260712_173130_b-n0001,,,,,,,,,not_started,,,,,,,20260712_132726_b-n0001,interrupted,,,,,,NameError,20260712_174136_b-n0001
MC-c0f3da656403,userlm,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,2,completed,False,True,1.0,,20.0,,20260710_224351_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260711_012438_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,13.0,,20260711_193053_b-n0001,interrupted,,,,,,NameError,20260712_145426_b-n0001,,,,,,,,,not_started,,,,,,,20260712_141713_b-n0001,interrupted,,,,,,NameError,20260712_131723_b-n0001
MC-c442d24ce7a4,userlm,late_event,verbose_planner,clean,text_only,piper,faster_whisper,6,29,high_clarity_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-c454bd8b7bbb,userlm,midday_transfer,focused_commuter,clean,text_only,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,True,1.0,,13.0,,20260710_204005_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,13.0,,20260710_225623_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,13.0,,20260711_163055_b-n0001,interrupted,,,,,,NameError,20260712_183709_b-n0001,,,,,,,,,not_started,,,,,,,20260712_132425_b-n0001,interrupted,,,,,,NameError,20260712_174135_b-n0001
MC-c53594201353,userlm,midday_transfer,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,16,77,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_211839_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203621_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_201316_b-n0001,interrupted,,,,,,NameError,20260712_191109_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181130_b-n0001
MC-c7b20e25b875,userlm,airport_connection,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,temp0.7,shortest_valid_route_with_constraints,0,,,3,0,0,interrupted,,,,,,ValueError,20260710_223420_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_011337_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_191821_b-n0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-c7ee4a48d235,userlm,morning_peak_cross_city,crowd_averse_rider,severe_channel,text_only,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,True,1.0,,19.0,,20260710_195541_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,19.0,,20260710_232126_b-n0001,,,,,,,,,,,,,,,,,completed,False,True,1.0,,19.0,,20260711_173807_b-n0001,interrupted,,,,,,NameError,20260712_185112_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135005_b-n0001,interrupted,,,,,,NameError,20260712_175743_b-n0001
MC-c8158460ced7,userlm,crowded_event_exit,risk_averse_novice,hesitant,audio_variant,piper,faster_whisper,6,77,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_213010_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_205027_b-n0001_02,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203146_b-n0001,interrupted,,,,,,NameError,20260712_191922_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_182841_b-n0001
MC-c8bb5c1004bd,userlm,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_211107_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_202717_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_200641_b-n0001,interrupted,,,,,,NameError,20260712_190038_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181102_b-n0001_02
MC-cbadefe825e9,userlm,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-d00a2adf6f22,userlm,crowded_event_exit,focused_commuter,clean,audio_variant,piper,faster_whisper,16,42,high_clarity_caller,high_clarity_operator,ceiling,temp0.7,shortest_valid_route_with_constraints,0,,,6,0,0,interrupted,,,,,,ValueError,20260710_204806_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260710_225423_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,ValueError,20260711_171232_b-n0001,interrupted,,,,,,ValueError,20260712_172929_b-n0001_02,,,,,,,,,not_started,,,,,,,20260712_133158_b-n0001,interrupted,,,,,,ValueError,20260712_174335_b-n0001_03
MC-d14818f34a36,userlm,crowded_event_exit,multi_stop_errand_runner,severe_channel,audio_variant,piper,faster_whisper,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_213338_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_204627_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203215_b-n0001_02,interrupted,,,,,,NameError,20260712_192744_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_183615_b-n0001
MC-d4100b4ae181,userlm,airport_connection,crowd_averse_rider,mostly_clean,audio_variant,piper,vosk,11,42,neutral_caller,clear_operator,nominal,nucleus0.9,shortest_valid_route_with_constraints,0,,,6,3,3,completed,True,True,1.0,,11.0,,20260710_202804_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,11.0,,20260710_223621_b-n0001,,,,,,,,,,,,,,,,,completed,True,True,1.0,,17.0,,20260711_164958_b-n0001,interrupted,,,,,,NameError,20260712_184308_b-n0001,,,,,,,,,not_started,,,,,,,20260712_133058_b-n0001,interrupted,,,,,,NameError,20260712_173933_b-n0001
MC-d53b46b1d73d,tinyllama,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,7,0,0,not_started,,,,,,,20260707_165435_b-n0001,,,,,,,,,not_started,,,,,,,20260707_165903_b-n0001,not_started,,,,,,,20260707_162702_b-n0001,not_started,,,,,,,20260707_163901_b-n0001,,,,,,,,,not_started,,,,,,,20260707_163901_b-n0001,not_started,,,,,,,20260707_163100_b-n0001,not_started,,,,,,,20260707_164031_b-n0001,,,,,,,,,,,,,,,,
MC-d53dc89d532d,tinyllama,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,6,42,degraded_caller,degraded_operator,challenging,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260707_165103_b-n0001,not_started,,,,,,,20260707_164403_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164403_b-n0001,not_started,,,,,,,20260707_163931_b-n0001,not_started,,,,,,,20260707_164703_b-n0001,,,,,,,,,,,,,,,,
MC-d63372c124a2,userlm,midday_transfer,risk_averse_novice,mostly_clean,audio_variant,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_212610_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_204223_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_202011_b-n0001,interrupted,,,,,,NameError,20260712_191737_b-n0001_02,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_181835_b-n0001
MC-d67fe3981e3d,userlm,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,faster_whisper,6,42,hesitant_caller,degraded_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-d721e815a87c,userlm,morning_peak_cross_city,crowd_averse_rider,severe_channel,audio_variant,piper,vosk,1,42,barely_understandable_caller,barely_understandable_operator,floor,greedy,shortest_valid_route_with_constraints,0,,,6,3,0,completed,False,False,,,5.0,,20260710_200831_b-n0001_02,,,,,,,,,,,,,,,,,completed,False,False,,,5.0,,20260710_233429_b-n0001,,,,,,,,,,,,,,,,,completed,False,False,,,19.0,,20260711_175910_b-n0001,interrupted,,,,,,NameError,20260712_185243_b-n0001,,,,,,,,,not_started,,,,,,,20260712_135135_b-n0001,interrupted,,,,,,NameError,20260712_175944_b-n0001_02
MC-d798ec66e8bd,tinyllama,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,16,42,high_clarity_caller,high_clarity_operator,ceiling,greedy,shortest_valid_route_with_constraints,0,,,7,0,0,not_started,,,,,,,20260707_165804_b-n0001,,,,,,,,,not_started,,,,,,,20260707_170003_b-n0001,not_started,,,,,,,20260707_162831_b-n0001,not_started,,,,,,,20260707_164001_b-n0001,,,,,,,,,not_started,,,,,,,20260707_164001_b-n0001,not_started,,,,,,,20260707_163501_b-n0001,not_started,,,,,,,20260707_164132_b-n0001,,,,,,,,,,,,,,,,
MC-d851ff5bf850,userlm,midday_transfer,multi_stop_errand_runner,mostly_clean,audio_variant,piper,faster_whisper,11,42,neutral_caller,clear_operator,nominal,greedy,shortest_valid_route_with_constraints,0,,,5,0,0,interrupted,,,,,,NameError,20260712_212107_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_203616_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_201439_b-n0001,interrupted,,,,,,NameError,20260712_191136_b-n0001,,,,,,,,,,,,,,,,,interrupted,,,,,,NameError,20260712_182611_b-n0001_02
MC-d87bb9509fbc,userlm,airport_connection,delay_sensitive_traveler,noisy_station,text_only,piper,faster_whisper,1,29,high_clarity_caller,clear_operator,custom,greedy,shortest_valid_route_with_constraints,0,,,2,0,0,,,,,,,,,not_started,,,,,,,20260708_130523_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,not_started,,,,,,,20260706_052215_b-n0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
